origin,destination,search_date,depart_date,price
NYC,LHR,2026-06-22,2026-10-22,195
NYC,LHR,2026-06-22,2026-10-07,196
NYC,LHR,2026-06-22,2026-10-24,200
NYC,LHR,2026-06-22,2026-07-22,204
NYC,LHR,2026-06-22,2026-09-10,205
NYC,DXB,2026-06-22,2026-10-25,309
NYC,DXB,2026-06-22,2026-09-23,310
NYC,DXB,2026-06-22,2026-11-08,311
NYC,DXB,2026-06-22,2026-09-25,343
NYC,DXB,2026-06-22,2026-07-20,344
NYC,DXB,2026-06-22,2026-09-28,353
NYC,DXB,2026-06-22,2026-09-01,356
NYC,TYO,2026-06-22,2026-09-23,483
NYC,TYO,2026-06-22,2026-09-02,488
NYC,TYO,2026-06-22,2026-09-01,545
NYC,TYO,2026-06-22,2026-10-12,549
NYC,SIN,2026-06-22,2026-09-17,493
NYC,SIN,2026-06-22,2026-07-27,515
NYC,SIN,2026-06-22,2026-08-04,515
NYC,SIN,2026-06-22,2026-08-06,518
NYC,SIN,2026-06-22,2026-07-23,568
NYC,CDG,2026-06-22,2026-11-06,212
NYC,CDG,2026-06-22,2026-08-23,220
NYC,CDG,2026-06-22,2026-08-01,224
NYC,CDG,2026-06-22,2026-08-02,226
NYC,CDG,2026-06-22,2026-07-27,226
NYC,CDG,2026-06-22,2026-08-22,233
NYC,LAX,2026-06-22,2026-08-12,122
NYC,LAX,2026-06-22,2026-10-03,122
NYC,LAX,2026-06-22,2026-10-06,126
NYC,LAX,2026-06-22,2026-08-15,127
NYC,LAX,2026-06-22,2026-09-01,131
NYC,LAX,2026-06-22,2026-09-15,132
NYC,LAX,2026-06-22,2026-09-11,133
NYC,LAX,2026-06-22,2026-09-30,135
NYC,LAX,2026-06-22,2026-08-27,136
NYC,LAX,2026-06-22,2026-09-03,136
NYC,LAX,2026-06-22,2026-07-16,136
NYC,LAX,2026-06-22,2026-09-16,137
NYC,LAX,2026-06-22,2026-08-05,137
NYC,LAX,2026-06-22,2026-08-29,137
NYC,LAX,2026-06-22,2026-09-05,138
NYC,LAX,2026-06-22,2026-07-04,138
NYC,LAX,2026-06-22,2026-08-25,138
NYC,LAX,2026-06-22,2026-08-18,139
NYC,LAX,2026-06-22,2026-09-23,142
NYC,LAX,2026-06-22,2026-10-08,142
NYC,LAX,2026-06-22,2026-07-07,142
NYC,LAX,2026-06-22,2026-08-11,144
NYC,LAX,2026-06-22,2026-07-10,144
NYC,HND,2026-06-22,2026-09-23,483
NYC,HND,2026-06-22,2026-09-02,489
NYC,HND,2026-06-22,2026-09-01,579
NYC,HND,2026-06-22,2026-09-24,597
NYC,SYD,2026-06-22,2026-09-12,558
NYC,SYD,2026-06-22,2026-08-19,572
NYC,MIA,2026-06-22,2026-09-06,47
NYC,MIA,2026-06-22,2026-08-20,52
NYC,MIA,2026-06-22,2026-07-19,97
NYC,MIA,2026-06-22,2026-08-25,103
NYC,MIA,2026-06-22,2026-08-18,104
NYC,MIA,2026-06-22,2026-09-08,106
NYC,MIA,2026-06-22,2026-07-08,106
NYC,MIA,2026-06-22,2026-08-26,107
NYC,MIA,2026-06-22,2026-07-06,107
NYC,MIA,2026-06-22,2026-07-07,108
NYC,MIA,2026-06-22,2026-09-07,108
NYC,MIA,2026-06-22,2026-08-24,110
NYC,MIA,2026-06-22,2026-07-27,110
NYC,MIA,2026-06-22,2026-09-09,111
NYC,MIA,2026-06-22,2026-08-19,111
NYC,MIA,2026-06-22,2026-07-09,111
NYC,MIA,2026-06-22,2026-10-06,112
